name,age,past preferences,location,Diet,Instructions,weather,marital status,preference 1,preference 2,time,state,prefered food item
Vihan_177,18,Healthy,Coimbatore,Non-Vegetarian,Contemporary twist on classic recipe,Hot,Single,North Indian,Mild,01:34,Tamil Nadu,Khichdi
Dev_178,42,Regional Specialties,Surat,No Restrictions,Prepare according to authentic family recipe,Hot,Married,Sweet,Street Food,13:54,Gujarat,Thali
Riya_179,21,Regional Specialties,Thiruvananthapuram,No Restrictions,Simplified preparation for busy schedules,Hot,Single,Sweet,Regional Specialties,20:27,Kerala,Fish Curry
Krishna_180,35,Fusion,Thiruvananthapuram,No Restrictions,Rich and indulgent preparation,Hot,Married,Spicy,Restaurant Style,01:30,Kerala,Fish Curry
Arjun_181,66,North Indian,Coimbatore,Eggetarian,Modified recipe with health-conscious ingredients,Cold,Single,Street Food,Restaurant Style,16:14,Tamil Nadu,Dhokla
Rahul_182,29,Restaurant Style,Kolkata,No Restrictions,Simplified preparation for busy schedules,Hot,Single,Traditional,North Indian,08:39,West Bengal,Upma
Krishna_183,35,South Indian,Kolkata,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,Spicy,Mild,02:38,West Bengal,Khichdi
Rahul_184,70,Mild,Thiruvananthapuram,Eggetarian,Prepare according to authentic family recipe,Rainy,Married,South Indian,North Indian,01:15,Kerala,Fish Curry
Aarav_185,37,Street Food,Mysore,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Hot,Married,North Indian,Home Style,11:08,Karnataka,Fish Curry Rice
Priya_186,30,Mild,New Delhi,Jain,Rich and indulgent preparation,Hot,Married,South Indian,Restaurant Style,07:58,Delhi,Paratha
Diya_187,70,Fusion,Surat,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Single,Regional Specialties,Healthy,04:12,Gujarat,Khichdi
Priya_188,71,Healthy,Kochi,No Restrictions,Modified recipe with health-conscious ingredients,Cold,Single,North Indian,Spicy,04:04,Kerala,Fish Curry
Vikram_189,56,Restaurant Style,Chennai,Vegetarian,Modified recipe with health-conscious ingredients,Rainy,Married,North Indian,Home Style,22:54,Tamil Nadu,Pulao
Maya_190,37,Traditional,Ahmedabad,Vegetarian,Rich and indulgent preparation,Cold,Married,Spicy,Mild,22:39,Gujarat,Khichdi
Zara_191,36,Fusion,New Delhi,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Cold,Married,Regional Specialties,Traditional,10:30,Delhi,Chole Bhature
Aditya_192,72,Mild,Nagpur,No Restrictions,Prepare according to authentic family recipe,Hot,Married,Traditional,Mild,13:45,Maharashtra,Thali
Aarav_193,20,Healthy,Nagpur,Vegetarian (No Onion-Garlic),Simplified preparation for busy schedules,Hot,Single,Mild,Traditional,02:53,Maharashtra,Fish Curry
Rahul_194,35,Spicy,Surat,Eggetarian,Prepare according to authentic family recipe,Hot,Married,Restaurant Style,Street Food,19:31,Gujarat,Khichdi
Riya_195,24,Sweet,Chennai,Vegetarian (No Onion-Garlic),Contemporary twist on classic recipe,Cold,Single,Fusion,Sweet,21:46,Tamil Nadu,Khichdi
Dev_196,23,Spicy,Thiruvananthapuram,Vegetarian,Contemporary twist on classic recipe,Rainy,Single,North Indian,Sweet,03:24,Kerala,Roti Sabzi
Aisha_197,52,Regional Specialties,Chandigarh,Vegetarian,Modified recipe with health-conscious ingredients,Cold,Married,Fusion,Street Food,11:19,Punjab,Rajma Chawal
Vikram_198,51,Home Style,Thiruvananthapuram,Eggetarian,Modified recipe with health-conscious ingredients,Cold,Married,Mild,Traditional,08:48,Kerala,Idli Sambar
Rahul_199,65,South Indian,Chandigarh,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Single,South Indian,Mild,00:06,Punjab,Butter Chicken
Anjali_200,65,Regional Specialties,Chandigarh,Jain,Modified recipe with health-conscious ingredients,Hot,Married,Home Style,Spicy,11:59,Punjab,Rajma Chawal
Priya_201,62,Mild,Siliguri,Eggetarian,Modified recipe with health-conscious ingredients,Hot,Single,Home Style,Healthy,12:11,West Bengal,Biryani
Dev_202,45,Restaurant Style,Siliguri,No Restrictions,Prepare according to authentic family recipe,Hot,Single,Regional Specialties,Healthy,08:51,West Bengal,Paratha
Maya_203,65,Traditional,Mysore,Jain,Prepare according to authentic family recipe,Hot,Married,North Indian,South Indian,02:10,Karnataka,Paneer Dishes
Diya_204,48,Healthy,Kochi,Vegetarian,Prepare according to authentic family recipe,Cold,Married,South Indian,Healthy,23:56,Kerala,Paneer Dishes
Aisha_205,61,Restaurant Style,Pune,Jain,Prepare according to authentic family recipe,Hot,Married,North Indian,Home Style,05:53,Maharashtra,Dal Makhani
Riya_206,27,North Indian,Thiruvananthapuram,No Restrictions,Simplified preparation for busy schedules,Hot,Married,Traditional,Restaurant Style,09:38,Kerala,Chole Bhature
Vikram_207,33,Mild,Thiruvananthapuram,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Hot,Married,Sweet,Mild,06:25,Kerala,Upma
Aarav_208,43,Traditional,Amritsar,No Restrictions,Rich and indulgent preparation,Cold,Married,Fusion,Street Food,16:00,Punjab,Dhokla
Neha_209,69,Street Food,Mysore,Vegan,Modified recipe with health-conscious ingredients,Cold,Married,Healthy,Sweet,10:03,Karnataka,Idli Sambar
Aarav_210,56,Traditional,Chennai,Vegetarian,Modified recipe with health-conscious ingredients,Hot,Single,North Indian,Traditional,17:34,Tamil Nadu,Dhokla
Aisha_211,39,Traditional,Mumbai,Jain,Prepare according to authentic family recipe,Hot,Married,Regional Specialties,Home Style,18:58,Maharashtra,Dhokla
Vihan_212,32,Home Style,New Delhi,Eggetarian,Rich and indulgent preparation,Rainy,Married,Mild,Traditional,13:36,Delhi,Biryani
Vihan_213,63,Home Style,Coimbatore,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,Sweet,Restaurant Style,18:49,Tamil Nadu,Pani Puri
Dev_214,71,Sweet,Mysore,No Restrictions,Modified recipe with health-conscious ingredients,Rainy,Married,Spicy,Sweet,20:40,Karnataka,Butter Chicken
Dev_215,59,South Indian,Chennai,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,Mild,Home Style,05:40,Tamil Nadu,Khichdi
Anjali_216,64,Restaurant Style,Bangalore,Vegetarian,Prepare according to authentic family recipe,Hot,Married,Fusion,Traditional,13:19,Karnataka,Sambar Rice
Arjun_217,72,Mild,Ahmedabad,No Restrictions,Modified recipe with health-conscious ingredients,Rainy,Married,Traditional,Restaurant Style,04:23,Gujarat,Khichdi
Diya_218,25,Restaurant Style,Chennai,Vegan,Simplified preparation for busy schedules,Rainy,Single,Home Style,Restaurant Style,13:49,Tamil Nadu,Sambar Rice
Diya_219,63,Home Style,Nagpur,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,Restaurant Style,Sweet,09:59,Maharashtra,Poha
Priya_220,64,Home Style,Amritsar,Jain,Modified recipe with health-conscious ingredients,Hot,Married,North Indian,Home Style,18:55,Punjab,Samosa
Aisha_221,50,Sweet,New Delhi,No Restrictions,Prepare according to authentic family recipe,Hot,Married,Street Food,Fusion,11:02,Delhi,Fish Curry Rice
Krishna_222,41,Spicy,Ahmedabad,Vegan,Prepare according to authentic family recipe,Hot,Married,Home Style,Healthy,06:36,Gujarat,Poha
Diya_223,39,North Indian,Mumbai,Vegetarian,Rich and indulgent preparation,Hot,Married,Fusion,Restaurant Style,05:22,Maharashtra,Khichdi
Aarav_224,60,Traditional,Pune,No Restrictions,Modified recipe with health-conscious ingredients,Hot,Married,Spicy,Traditional,12:58,Maharashtra,Dal Rice
Vihan_225,34,Home Style,Nagpur,Vegan,Rich and indulgent preparation,Cold,Single,Street Food,Spicy,17:54,Maharashtra,Pani Puri
Dev_226,75,Sweet,Mumbai,Jain,Modified recipe with health-conscious ingredients,Hot,Married,Healthy,Spicy,16:06,Maharashtra,Pani Puri
Neha_227,19,North Indian,Kochi,Vegetarian,Simplified preparation for busy schedules,Hot,Single,Home Style,Traditional,21:59,Kerala,Paneer Dishes
Arjun_228,41,Fusion,New Delhi,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Married,North Indian,Home Style,04:50,Delhi,Butter Chicken
Zara_229,39,South Indian,Surat,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,North Indian,Restaurant Style,11:23,Gujarat,Thali
Riya_230,47,Sweet,Kochi,Vegan,Prepare according to authentic family recipe,Hot,Married,Sweet,Regional Specialties,19:36,Kerala,Paneer Dishes
Krishna_231,30,Healthy,Delhi NCR,No Restrictions,Rich and indulgent preparation,Hot,Married,Traditional,Home Style,15:59,Delhi,Biryani
Neha_232,73,North Indian,Nagpur,Vegan,Modified recipe with health-conscious ingredients,Cold,Married,Restaurant Style,Street Food,19:11,Maharashtra,Pulao
Riya_233,63,Healthy,Amritsar,Vegan,Prepare according to authentic family recipe,Hot,Single,Regional Specialties,Mild,17:02,Punjab,Pakora
Diya_234,55,Home Style,Chennai,Jain,Modified recipe with health-conscious ingredients,Rainy,Single,Sweet,North Indian,05:59,Tamil Nadu,Khichdi
Priya_235,33,Street Food,Chennai,No Restrictions,Rich and indulgent preparation,Rainy,Married,Traditional,Street Food,07:11,Tamil Nadu,Masala Dosa
Zara_236,37,Healthy,Nagpur,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Hot,Single,Sweet,South Indian,09:04,Maharashtra,Vada Pav
Diya_237,66,Regional Specialties,Kolkata,Vegan,Modified recipe with health-conscious ingredients,Cold,Married,Spicy,Street Food,15:14,West Bengal,Biryani
Aisha_238,39,North Indian,Amritsar,Eggetarian,Prepare according to authentic family recipe,Hot,Married,Mild,Healthy,23:35,Punjab,Butter Chicken
Rahul_239,52,Restaurant Style,Kochi,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Single,Mild,Traditional,15:02,Kerala,Sambar Rice
Vikram_240,33,Fusion,Pune,Vegetarian,Prepare according to authentic family recipe,Rainy,Married,Regional Specialties,Mild,10:49,Maharashtra,Poha
Vihan_241,34,Home Style,Surat,Eggetarian,Rich and indulgent preparation,Hot,Single,South Indian,Sweet,15:13,Gujarat,Thali
Riya_242,19,Fusion,Ahmedabad,Vegetarian (No Onion-Garlic),Simplified preparation for busy schedules,Hot,Single,Fusion,Home Style,20:28,Gujarat,Khichdi
Aditya_243,31,Traditional,Mumbai,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Married,North Indian,Mild,05:45,Maharashtra,Fish Curry
Anjali_244,60,Regional Specialties,Ahmedabad,No Restrictions,Prepare according to authentic family recipe,Hot,Married,Healthy,Restaurant Style,01:41,Gujarat,Khichdi
Aarav_245,24,Spicy,Chennai,Vegetarian (No Onion-Garlic),Simplified preparation for busy schedules,Hot,Single,Regional Specialties,Fusion,16:01,Tamil Nadu,Kachori
Neha_246,64,Spicy,Thiruvananthapuram,No Restrictions,Modified recipe with health-conscious ingredients,Cold,Single,Restaurant Style,Sweet,23:52,Kerala,Fish Curry
Anjali_247,52,Sweet,Amritsar,Vegetarian,Modified recipe with health-conscious ingredients,Rainy,Married,Restaurant Style,Sweet,20:48,Punjab,Khichdi
Diya_248,70,Home Style,Mumbai,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Cold,Married,Traditional,Mild,03:10,Maharashtra,Khichdi
Neha_249,39,Home Style,Thiruvananthapuram,Vegan,Rich and indulgent preparation,Rainy,Married,Home Style,Spicy,23:13,Kerala,Pulao
Aarav_250,38,Sweet,Delhi NCR,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Cold,Married,Sweet,Fusion,16:27,Delhi,Pani Puri
Krishna_251,23,Street Food,Pune,Non-Vegetarian,Contemporary twist on classic recipe,Hot,Single,Traditional,Healthy,18:48,Maharashtra,Pani Puri
Aarav_252,18,Restaurant Style,Chennai,No Restrictions,Contemporary twist on classic recipe,Hot,Single,Healthy,South Indian,12:58,Tamil Nadu,Sambar Rice
Priya_253,66,Fusion,Kolkata,Jain,Prepare according to authentic family recipe,Hot,Single,Regional Specialties,Home Style,11:32,West Bengal,Biryani
Vikram_254,69,Restaurant Style,Surat,Vegan,Modified recipe with health-conscious ingredients,Hot,Single,Traditional,North Indian,02:24,Gujarat,Khichdi
Anjali_255,61,Mild,Surat,No Restrictions,Prepare according to authentic family recipe,Cold,Single,Regional Specialties,Healthy,00:17,Gujarat,Khichdi
Priya_256,52,Mild,Siliguri,Eggetarian,Prepare according to authentic family recipe,Hot,Married,Fusion,Regional Specialties,08:29,West Bengal,Poha
Vihan_257,39,South Indian,Kochi,Eggetarian,Rich and indulgent preparation,Rainy,Single,Sweet,Mild,15:29,Kerala,Sambar Rice
Diya_258,37,Spicy,Delhi NCR,No Restrictions,Rich and indulgent preparation,Rainy,Married,Sweet,Street Food,08:55,Delhi,Chole Bhature
Aditya_259,42,South Indian,Delhi NCR,Vegetarian,Rich and indulgent preparation,Hot,Married,Spicy,Street Food,11:08,Delhi,Biryani
Rahul_260,28,Sweet,Thiruvananthapuram,No Restrictions,Simplified preparation for busy schedules,Hot,Single,Mild,North Indian,15:37,Kerala,Sambar Rice
Rahul_261,61,Mild,Surat,Vegan,Prepare according to authentic family recipe,Rainy,Married,Healthy,Traditional,14:13,Gujarat,Thali
Maya_262,50,Home Style,Thiruvananthapuram,Non-Vegetarian,Modified recipe with health-conscious ingredients,Hot,Married,Mild,Spicy,16:22,Kerala,Bhel Puri
Dev_263,24,Street Food,Coimbatore,Non-Vegetarian,Contemporary twist on classic recipe,Cold,Single,Traditional,Spicy,14:26,Tamil Nadu,Sambar Rice
Vikram_264,23,Restaurant Style,New Delhi,No Restrictions,Contemporary twist on classic recipe,Cold,Single,Regional Specialties,South Indian,21:34,Delhi,Butter Chicken
Vihan_265,45,Healthy,Surat,Vegetarian,Prepare according to authentic family recipe,Hot,Married,Regional Specialties,Mild,17:42,Gujarat,Dhokla
Dev_266,23,Mild,Kolkata,Vegetarian,Simplified preparation for busy schedules,Hot,Single,South Indian,Sweet,16:06,West Bengal,Pakora
Arjun_267,59,Home Style,Delhi NCR,Jain,Modified recipe with health-conscious ingredients,Hot,Married,Fusion,Spicy,09:17,Delhi,Paratha
Arjun_268,33,Street Food,Chandigarh,No Restrictions,Prepare according to authentic family recipe,Hot,Married,Healthy,Spicy,14:10,Punjab,Rajma Chawal
Krishna_269,53,Restaurant Style,Kochi,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Single,Home Style,Regional Specialties,19:33,Kerala,Fish Curry
Aditya_270,71,Regional Specialties,Kolkata,Vegan,Modified recipe with health-conscious ingredients,Rainy,Single,Mild,Sweet,15:33,West Bengal,Biryani
Vikram_271,44,Sweet,Delhi NCR,Jain,Prepare according to authentic family recipe,Hot,Single,Street Food,Regional Specialties,21:54,Delhi,Dal Makhani
Krishna_272,39,South Indian,Chandigarh,Vegetarian,Prepare according to authentic family recipe,Hot,Married,Healthy,Regional Specialties,16:32,Punjab,Kachori
Anjali_273,44,Traditional,Surat,No Restrictions,Prepare according to authentic family recipe,Hot,Married,Street Food,Mild,11:31,Gujarat,Thali
Priya_274,43,Healthy,Delhi NCR,Eggetarian,Rich and indulgent preparation,Cold,Single,Street Food,Fusion,06:39,Delhi,Chole Bhature
Riya_275,37,Fusion,Mysore,Non-Vegetarian,Rich and indulgent preparation,Rainy,Married,Regional Specialties,Restaurant Style,07:20,Karnataka,Idli Sambar
Vihan_276,75,North Indian,Chennai,Eggetarian,Prepare according to authentic family recipe,Rainy,Married,South Indian,Traditional,02:18,Tamil Nadu,Roti Sabzi
Neha_277,29,Fusion,Coimbatore,Eggetarian,Contemporary twist on classic recipe,Cold,Married,South Indian,Street Food,00:14,Tamil Nadu,Pulao
Rahul_278,29,Fusion,Amritsar,Vegan,Simplified preparation for busy schedules,Rainy,Married,Spicy,Traditional,18:31,Punjab,Samosa
Aditya_279,25,Street Food,Kochi,Vegan,Contemporary twist on classic recipe,Rainy,Single,Sweet,Mild,17:08,Kerala,Chaat
Diya_280,73,Sweet,New Delhi,Non-Vegetarian,Prepare according to authentic family recipe,Cold,Married,South Indian,Mild,22:13,Delhi,Butter Chicken
Diya_281,66,Street Food,Surat,No Restrictions,Prepare according to authentic family recipe,Hot,Married,Spicy,Restaurant Style,06:32,Gujarat,Idli Sambar
Neha_282,66,South Indian,Kochi,Jain,Prepare according to authentic family recipe,Hot,Single,Spicy,Regional Specialties,21:36,Kerala,Pulao
Riya_283,56,South Indian,New Delhi,No Restrictions,Prepare according to authentic family recipe,Rainy,Single,Street Food,Sweet,08:06,Delhi,Paratha
Aditya_284,51,Spicy,Nagpur,Eggetarian,Modified recipe with health-conscious ingredients,Hot,Married,Mild,Healthy,17:08,Maharashtra,Dhokla
Riya_285,52,Street Food,Thiruvananthapuram,No Restrictions,Prepare according to authentic family recipe,Rainy,Single,Spicy,Sweet,23:43,Kerala,Fish Curry
Anjali_286,33,Restaurant Style,Kochi,Non-Vegetarian,Prepare according to authentic family recipe,Cold,Married,Spicy,Healthy,20:34,Kerala,Fish Curry
Zara_287,27,Home Style,Pune,Eggetarian,Simplified preparation for busy schedules,Hot,Married,Home Style,Traditional,14:58,Maharashtra,Fish Curry Rice
Neha_288,73,South Indian,Surat,Jain,Prepare according to authentic family recipe,Hot,Married,Mild,Fusion,15:35,Gujarat,Thali
Aarav_289,53,Traditional,Coimbatore,No Restrictions,Prepare according to authentic family recipe,Hot,Single,Mild,Traditional,17:16,Tamil Nadu,Pani Puri
Neha_290,38,Spicy,Amritsar,Vegetarian,Prepare according to authentic family recipe,Hot,Married,Traditional,South Indian,15:37,Punjab,Rajma Chawal
Aisha_291,58,Mild,New Delhi,Jain,Prepare according to authentic family recipe,Rainy,Single,Fusion,North Indian,20:26,Delhi,Roti Sabzi
Zara_292,60,Home Style,Thiruvananthapuram,Eggetarian,Prepare according to authentic family recipe,Hot,Married,Sweet,North Indian,19:02,Kerala,Fish Curry
Aisha_293,44,Sweet,Kochi,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Hot,Single,Healthy,Fusion,12:22,Kerala,Sambar Rice
Krishna_294,52,North Indian,Pune,No Restrictions,Modified recipe with health-conscious ingredients,Rainy,Married,Healthy,Mild,10:07,Maharashtra,Vada Pav
Rahul_295,36,Traditional,Ahmedabad,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Cold,Single,South Indian,Healthy,11:48,Gujarat,Thali
Arjun_296,39,South Indian,Bangalore,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Rainy,Married,South Indian,Regional Specialties,07:56,Karnataka,Idli Sambar
Priya_297,65,Healthy,Kochi,Eggetarian,Modified recipe with health-conscious ingredients,Hot,Single,Street Food,Regional Specialties,03:41,Kerala,Fish Curry
Arjun_298,75,Street Food,Chandigarh,Non-Vegetarian,Modified recipe with health-conscious ingredients,Hot,Married,Regional Specialties,North Indian,10:08,Punjab,Paratha
Vikram_299,47,North Indian,Ahmedabad,No Restrictions,Prepare according to authentic family recipe,Rainy,Single,Sweet,Fusion,17:44,Gujarat,Dhokla
